feature	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
HSM7J4KK	-2.70907957102801	-4.80777843615674	-6.25605256696702	-6.53037456264602	-5.89537494402925	NA	-7.92812613503721	-2.98403345568842	-4.30247761553141	-4.63112671499441	-3.49817284440186	-6.29172328504749	-8.8423530476549	NA	NA	NA	-3.84544121640415	-10.2245932283383	-5.58280168332442	-6.46357185730008	-8.19236209236283	NA	-6.48595370903843	NA	-7.91958911021915	-10.9832923444518	-9.9442166341729	NA	-8.79891285823888	-4.68200847022602	-7.23079222499581	NA	NA	-10.4964860478147	NA	NA	-8.957994557229	-9.46006645898861	-9.19129227508941	-9.03375741143481	NA	NA	-6.44894777022776	-8.0493066900014	NA	-7.34008035876947	-5.98290998433023	-8.48875101347824	NA	NA	NA	NA	-5.85680910426799	-11.2844388772027	-8.91643433167856	-10.5320812326195	NA	-6.5215059734243	-9.02926225274604	-8.75935960142939	NA	NA	-7.68401889920161	NA	NA	NA	NA	NA	NA	-6.13798152141512	NA	NA	-7.0873492677018	NA	NA	NA	NA	NA	NA	NA	NA	-8.60106976560431	-11.007649057589	NA	-12.8469603149123	-10.3112711753478	-8.81157939502892	-10.7437961013555	NA	-10.7010643733847	NA	NA	NA	-13.1027467440287	NA	NA	NA	-7.45405702611907	NA	-5.98466162215253	-12.9129030165604	-9.03484167427131	-9.39254491489782	-8.49838315857994	NA	-13.5294925938939	-7.75090568190402	NA	NA	NA	-7.19299039826267	NA	NA	NA	NA	NA	NA	NA	-8.81165087042049	NA	NA	-8.39994089363666	NA	NA	NA	NA	-4.45223120893372	NA	-7.43284786970127	NA	-8.55039257361997	NA	NA	-14.3312156478721	NA	NA	-7.59795375906542	NA	NA	NA	-9.52198831148176	-10.4399290352722	NA	NA	-4.83269731027037	NA	NA	NA	-5.89465551811832	NA	NA
HSM7J4KM	-3.42564810995177	-2.39670376894197	-8.61727716966976	-2.4071010988745	-8.40487542719238	NA	-10.6454035235887	-8.88448988637925	-4.71678344744117	-6.80138988755614	-5.53497202834769	-8.36054989274528	-9.75166069711834	NA	NA	NA	-4.35840549056008	NA	-7.77646556697721	NA	-9.63592766002562	NA	-6.24508393059658	NA	-8.5155909252797	NA	-15.4315246112071	NA	NA	-7.6251068084035	-10.74095513709	NA	NA	-12.7534527060944	NA	NA	-10.4358345362929	-15.4249817653404	-9.10574899981556	-6.61282624430128	NA	NA	-10.5564594614539	-11.3195827938711	NA	-7.6055540109821	-10.2670747398309	-2.28201202375301	-6.03583469606978	NA	NA	NA	-10.0332861938819	-8.00449753414064	-7.25331247693478	-6.06003504967547	NA	-6.14925752073571	-8.02754427090271	-9.76968174743469	NA	NA	-6.9408195698787	NA	NA	-11.9455123934664	NA	NA	NA	-7.38251767308022	NA	NA	-8.30594676715834	NA	NA	-11.7777349863648	NA	NA	NA	NA	NA	-9.83309985067933	-7.6143083608635	NA	NA	-10.4958505752408	-9.41006507391549	-11.0138255010787	NA	-11.1894764815915	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.69838600069319	-10.5555658751504	-9.77630290165126	-14.1441060467463	NA	NA	-15.8378448933849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3074973197136	NA	NA	NA	NA	-8.28682002491647	NA	-4.70738675114378	NA	-10.3855416204976	NA	NA	NA	NA	NA	-11.6218295506949	NA	NA	NA	-9.0227510028669	-13.9649568112881	NA	NA	-8.44806455586889	NA	NA	NA	-8.14683719106234	NA	NA
HSM7J4KO	-1.10423880558532	-3.99424238700495	-4.92195556117311	NA	-2.56246502594561	NA	-4.95327645388327	NA	-14.5235503435489	NA	-3.37165909695786	-5.0886059694095	-13.7388379783365	-6.7156308345717	NA	-6.40523658035383	NA	-6.35076738039836	NA	NA	-9.04835478722783	-16.0548249733761	NA	-7.17243316977708	NA	NA	-9.23394660721873	NA	NA	NA	NA	NA	NA	-11.478949044605	-6.90657476868888	-5.79358334126665	-11.6578097442943	-8.67354871327434	NA	-7.26546998756489	-10.3139121946932	-10.3424628698689	NA	NA	NA	NA	-10.7788280766123	NA	-10.4107711676787	NA	NA	NA	-8.70718843762307	NA	NA	NA	NA	-9.58086908157295	NA	-10.2365711213878	NA	NA	NA	NA	NA	-7.36485092823949	NA	-7.05131668767356	NA	-8.82304488250908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.8696101009092	-9.67301538039902	-12.9778629915612	NA	NA	-9.14735807363764	NA	-14.5651694327507	NA	NA	NA	NA	NA	NA	NA	NA	-11.2414830255909	-12.5278300709261	NA	NA	NA	-15.1625004909023	NA	NA	NA	NA	NA	NA	-11.8674390018675	NA	NA	-17.2446495322563	NA	NA	NA	NA	NA	-10.1631660941624	NA	NA	NA	-9.83287375667956	NA	NA	NA	NA	NA	NA	-12.4413256132146	NA	NA	NA	NA	NA	NA	NA	-13.1076584201759	-12.5998919397398	NA	NA	NA	NA	NA	NA	-9.22401677059839	NA	NA
HSM7J4KQ	-1.79139339228358	-2.99944831983531	-3.89634273805501	NA	-1.97034961839564	NA	-4.51273661548824	NA	-5.17379033644499	NA	-3.75674981119006	-5.68915192778703	-17.0852667232671	-6.04827088310046	NA	-6.36263955528085	NA	-4.92661259206161	NA	NA	-11.4868209931823	-14.5983892222281	NA	-8.39315469647582	NA	NA	-12.6341717283845	NA	NA	NA	-8.00604487936905	NA	NA	-11.3813144224716	-7.23657766835987	-11.9870863293282	-12.1763455924312	-9.45140167751574	NA	-7.81670001343177	-10.1417613559103	-9.26266223233114	NA	NA	NA	NA	-10.1598689987055	NA	-9.3809246629012	NA	NA	NA	-14.158198245721	NA	-15.0751425059934	NA	NA	-11.2175094416624	NA	-12.1369817598113	NA	NA	NA	NA	NA	-15.7511980655075	-13.8929391747726	-9.31932116015638	NA	-11.9198642805155	NA	NA	NA	NA	NA	-10.4889194590663	NA	NA	NA	NA	NA	NA	NA	NA	-15.2015908412344	-7.72830336512571	NA	NA	NA	-12.3989634877137	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.1797314072706	NA	-11.3704407609981	NA	NA	NA	-12.8985072829615	NA	NA	NA	NA	NA	NA	-12.8161071115139	NA	NA	NA	NA	NA	NA	NA	NA	-10.093385635407	NA	NA	NA	-11.7884474337057	NA	NA	NA	NA	NA	NA	-9.76194232846432	NA	NA	NA	NA	NA	NA	NA	-14.6689598046007	-13.9403930938802	NA	NA	NA	NA	NA	NA	-9.24083721761004	NA	NA
HSM7J4L5	-1.45155684562458	NA	-3.26379418477008	NA	-1.50936884157085	NA	NA	NA	-12.2702299766376	-14.3830908145671	NA	-5.85914274983903	NA	-5.96779690347314	-3.79767987440021	-6.23725410429146	NA	-18.4430146322194	-5.83581643944964	NA	-9.41422055003129	-14.8452280911405	NA	-9.52329999625308	-14.8074260584281	NA	-7.28629948799448	NA	NA	NA	NA	NA	NA	-8.99962702522614	NA	-9.02305445437129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.45321468164716	NA	NA	NA	-9.56924097425578	-12.2845852696147	NA	NA	NA	-10.727542854351	NA	-9.7757763433801	NA	NA	NA	NA	NA	NA	NA	-6.03546233331642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.8401832335517	NA	NA	NA	NA	NA	-13.6137449337332	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.57733658731498	NA	NA	NA	NA	-9.04526361163735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.4333859310214	NA	NA	NA	NA	NA	NA	NA	NA
HSM7J4L9	-1.76432479129381	-13.2414210224984	-2.68561808582688	NA	-2.33889190650106	NA	NA	NA	NA	NA	NA	-5.96131570842874	-8.99244964469725	-5.53174472111984	-3.49714227358445	-11.7049772274401	NA	NA	-5.16126578535419	NA	-7.15324976235782	-14.929162120397	NA	-5.23222759808693	NA	NA	-8.44917725504988	NA	NA	NA	NA	NA	NA	-8.11981117760663	NA	-7.96967366820139	-11.0250134230624	-11.0477577017537	NA	NA	NA	-11.2853059306222	NA	NA	NA	NA	NA	NA	-8.07279569318437	NA	NA	NA	-7.63395989753796	-9.6952391206664	NA	-3.64615254805411	NA	-8.55604918163636	NA	-8.17816899134411	NA	NA	NA	NA	NA	-12.1283441150097	NA	-6.82615656992469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.68153499945052	-9.43680183649274	NA	NA	NA	NA	-5.33178134553536	NA	NA	NA	NA	NA	-9.36972452099161	NA	NA	NA	NA	-8.33717826855765	NA	NA	-10.2107484668134	-14.1507938272202	-8.8044518332418	NA	NA	NA	NA	-7.11562444256404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4157593291483	NA	NA	NA	NA	NA	-9.73272340373012	NA	NA	NA	NA	NA	NA	NA	NA
HSM7J4LD	-1.98661598891335	NA	NA	-13.9388424159537	-1.19197923976744	NA	-2.77290157333304	NA	-4.30640684682509	NA	NA	NA	NA	-9.14413775067537	NA	-9.25025350529839	NA	NA	-3.84165679185688	NA	-8.28621934745269	-14.0857655920344	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.63031557534117	NA	-6.93571495962186	NA	-11.051007720001	-9.44424394288517	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.6267950456416	NA	-13.4814941118169	NA	NA	NA	-9.82600991978929	-8.88676608566582	NA	NA	NA	-8.52391226404946	NA	-10.6746157986307	NA	NA	NA	NA	NA	NA	-11.2751544290037	-14.3043597793887	NA	-9.25211957656707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.4358370185172	NA	NA	-11.3750257241041	NA	NA	NA	NA	NA	NA	-10.8115235858892	NA	NA	NA	NA	NA	-12.0606308963517	NA	NA	NA	-12.6114287819826	NA	NA	NA	-12.2860372694515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.3221710555052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1899041801214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6150834895504	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSM7J4LF	-1.11766219781489	-13.2142645242241	NA	NA	-1.97113527838717	NA	-3.10942142546802	NA	-7.20002900664066	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.85309700779769	NA	-6.62550353888395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.59439532617333	NA	-10.4031885377569	NA	-13.663096842604	-13.6115665419639	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.4590211838852	NA	NA	NA	NA	NA	-17.9664092593242	-9.93129295355353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.5474755070039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-15.5583245206869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSM7J4LN	-1.79522864666085	-3.54240570630272	NA	NA	-2.34762953912311	NA	-3.82288910234456	NA	-2.55907853826861	NA	NA	NA	NA	NA	NA	-9.24446058066838	NA	NA	-3.30018032973745	NA	-8.49272283178387	-15.3555504808474	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.41521756288474	NA	-7.86859199900948	NA	-10.1047949681477	-8.48243020560404	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.07496283644943	NA	NA	NA	NA	NA	NA	-8.83116342036931	NA	NA	NA	-7.07378310042086	NA	-10.4192224988856	NA	NA	NA	NA	NA	NA	-8.05919773239662	NA	NA	-8.99815281643173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.3192322444613	NA	NA	-10.9056416363286	NA	NA	NA	NA	NA	NA	-12.7208349449291	NA	NA	NA	NA	NA	-10.1502073602803	NA	NA	-5.72018239019403	-14.0956833540923	NA	NA	NA	-11.0013977806722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.8177530882049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.99553127590011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSM7J4LP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSM7J4M4	-2.50045037166275	-1.68311268375697	-6.61891111353416	NA	-8.12432082409991	NA	-8.83790117022433	NA	-3.92861661775413	-8.40551171222194	NA	-11.1729069364068	NA	-11.2280898516761	-13.1121036573446	NA	-8.97581503475355	-9.99750747509155	-13.4845215226857	NA	-9.06101702719464	NA	-6.60778593882048	NA	NA	NA	-6.4979859054665	-4.43509066575641	-10.1178400268938	-9.12860932807232	NA	NA	NA	NA	NA	-10.1486295333697	NA	-6.04039727661166	NA	NA	NA	NA	-9.60301780470468	-14.030489891791	NA	NA	-8.23721823729289	NA	-12.0247306225023	NA	NA	NA	NA	NA	NA	-5.93353233220026	NA	-8.23160988437971	NA	-9.89939434014928	NA	NA	-5.48613588482102	-14.4075595408708	NA	-8.7563027903438	NA	-9.67970979105612	-10.3827148986648	-6.8868311761428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.8271320995651	NA	NA	NA	-7.93845163517058	-9.5722391431544	NA	-16.2413866742897	-14.2116393308956	-4.35104849925709	NA	NA	NA	NA	NA	-5.42932081596687	NA	NA	NA	-13.5868832403154	-5.94142612330885	-10.6503145800489	-10.5312180086219	NA	NA	-7.51359224681019	NA	-7.19416175786699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.19225032252465	-7.83018957152018	NA	NA	NA	NA	-5.52775354141531	NA	-5.72234202003053	NA	-4.51079860530923	NA	NA	NA	NA	NA	-9.38975329367778	-7.36322219929392	NA	-5.42293764202971	-7.18422224963466	-6.41784251413266	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSM7J4M6	-2.47687991611745	-1.8480475360479	-3.80328026901755	NA	-3.95507916918971	NA	-8.65568409836637	NA	-4.82480911554679	-6.13877365902955	NA	-9.73657569675675	NA	-9.35264611860589	NA	NA	-5.05225343507462	NA	-12.2423927969202	NA	-11.9506153144835	NA	-5.86712020116769	NA	NA	NA	-6.06461535630304	-5.62951915005081	-13.689778464354	-9.74369239943235	NA	NA	NA	-10.8494994709599	NA	-10.4722640043934	NA	-8.03833293495224	-12.0622000955052	NA	NA	NA	NA	NA	NA	NA	-10.1907104152952	NA	-13.8185117784762	NA	NA	NA	NA	NA	NA	-8.58061669032336	NA	-14.2081266808752	NA	-11.7840612685994	NA	NA	-5.18976248109166	-13.1692795562435	NA	NA	NA	NA	-8.40032183053041	-8.17542523131287	NA	NA	NA	-5.34606462399962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0175256213414	-8.66140067944108	-9.88887856443367	-12.3775595804465	NA	-4.60178208502175	NA	NA	NA	-14.663626176498	NA	-3.67431454101181	NA	NA	NA	NA	-6.76997041278241	-10.4881924133297	NA	NA	NA	-9.70470017029365	NA	-7.08832471694103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.6582369470676	NA	NA	-6.51996037389869	NA	NA	NA	NA	-7.48204985029335	NA	-6.75270972008043	NA	-6.24693608608306	NA	NA	NA	NA	NA	-6.97993812580785	-11.2672008493467	NA	-7.97318900621955	-9.18498369418793	-7.85835534918789	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSM7J4M8	-3.42597546876989	-2.25971782550201	-3.50234531234621	NA	-3.95242369925631	-13.7748183940052	-6.10913201039271	NA	-3.88527045596511	-6.5326650650077	NA	-10.4077231428086	-14.7171028961489	-6.02989305123068	-12.2414754171556	NA	-5.31039767140691	-13.1274333927502	-7.84444310296414	NA	NA	-16.9744907388418	-6.45005615254213	NA	NA	NA	-6.17407107589366	-6.54919286656167	-10.6497476283471	-7.24683613554062	NA	NA	NA	-11.1491343973622	NA	NA	NA	-7.06774103830037	-8.15162120295759	NA	NA	-12.0319762335023	-18.2196032366781	-11.306492203169	NA	NA	-9.65919963181782	NA	-10.1929261115972	NA	NA	NA	NA	NA	-7.7052544587824	-10.2669159089146	NA	-13.2063064140646	-15.1865881794501	-9.43715098615241	NA	NA	-5.27237894281317	-9.68620139666058	NA	-10.6068029825715	NA	NA	-3.95500045449926	-7.93982071687845	NA	NA	NA	-6.53444889301359	NA	-12.6335279745898	NA	NA	NA	NA	-6.93956284717313	-11.5456071868314	-12.1914925299211	NA	-9.4649631314184	-9.18424407339661	-10.1645216916654	-9.4046351305106	-10.5289585198132	-4.35074139335742	NA	NA	NA	NA	NA	-4.32115580317876	NA	NA	NA	-11.9836776596879	-6.3005606120686	-11.0732467063742	-13.0481947440604	-12.200527370408	NA	-17.1931310253169	-13.1103045941873	-9.38390368892652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.21949887883212	NA	-5.6988208831917	-10.1603088546513	NA	NA	NA	NA	-5.37298107958612	NA	-5.96195349055531	NA	-5.08866331267553	-11.60926188959	NA	NA	NA	NA	-8.25339155013437	-9.90185565772923	NA	-7.87194086090329	-10.5781535446105	-7.81631499726629	NA	NA	NA	NA	NA	NA	NA	NA	NA
